corpus,drama,figure_surface,figure_id,Gender,Age
gdc-coref,x4vf.0,GEHRMANN,gehrmann,,
gdc-coref,x4vf.0,EMERIKE,emerike,,
gdc-coref,x4vf.0,KUNIGUNDE,kunigunde,,
gdc-coref,x4vf.0,FLINT,flint,,
gdc-coref,x4vf.0,MADAME,madame_wölbing,,
gdc-coref,x4vf.0,WALTER,walter,,
gdc-coref,x4vf.0,CHRISTINE,christine,,
gdc-coref,x4vf.0,ERSTER DIENER,erster_diener,,
gdc-coref,x4vf.0,JÜNGLING,jüngling,,
gdc-coref,x4vf.0,GIEBEL,giebel,,
gdc-coref,x4vf.0,BEDIENTER,bedienter,,
gdc-coref,x4vf.0,DIENER,diener,,
gdc-coref,x4vf.0,ALBERTINE,albertine,,
gdc-coref,x4vf.0,ANNCHEN,annchen,,
