corpus,drama,begin.Act,end.Act,Number.Act,begin.Scene,end.Scene,Number.Scene
gdc-coref,t25v.0,486,36611,0,507,6720,0
gdc-coref,t25v.0,486,36611,0,6727,14673,0
gdc-coref,t25v.0,486,36611,0,14680,15492,0
gdc-coref,t25v.0,486,36611,0,15499,20331,0
gdc-coref,t25v.0,486,36611,0,20338,28246,0
gdc-coref,t25v.0,486,36611,0,28253,34831,0
gdc-coref,t25v.0,486,36611,0,34839,36611,0
gdc-coref,t25v.0,36620,70792,0,36642,42919,0
gdc-coref,t25v.0,36620,70792,0,42926,47107,0
gdc-coref,t25v.0,36620,70792,0,47113,54145,0
gdc-coref,t25v.0,36620,70792,0,54152,56078,0
gdc-coref,t25v.0,36620,70792,0,56085,59734,0
gdc-coref,t25v.0,36620,70792,0,59741,60419,0
gdc-coref,t25v.0,36620,70792,0,60426,62984,0
gdc-coref,t25v.0,36620,70792,0,62991,63316,0
gdc-coref,t25v.0,36620,70792,0,63323,67523,0
gdc-coref,t25v.0,36620,70792,0,67530,70792,0
gdc-coref,t25v.0,70801,96904,0,70823,74879,0
gdc-coref,t25v.0,70801,96904,0,74887,76368,0
gdc-coref,t25v.0,70801,96904,0,76375,79552,0
gdc-coref,t25v.0,70801,96904,0,79559,83599,0
gdc-coref,t25v.0,70801,96904,0,83607,84231,0
gdc-coref,t25v.0,70801,96904,0,84238,86017,0
gdc-coref,t25v.0,70801,96904,0,86024,87578,0
gdc-coref,t25v.0,70801,96904,0,87585,93117,0
gdc-coref,t25v.0,70801,96904,0,93124,96904,0
gdc-coref,t25v.0,96913,134551,0,96935,103029,0
gdc-coref,t25v.0,96913,134551,0,103036,106194,0
gdc-coref,t25v.0,96913,134551,0,106201,109483,0
gdc-coref,t25v.0,96913,134551,0,109489,110042,0
gdc-coref,t25v.0,96913,134551,0,110049,114826,0
gdc-coref,t25v.0,96913,134551,0,114833,122364,0
gdc-coref,t25v.0,96913,134551,0,122371,124741,0
gdc-coref,t25v.0,96913,134551,0,124748,126258,0
gdc-coref,t25v.0,96913,134551,0,126265,126798,0
gdc-coref,t25v.0,96913,134551,0,126805,134551,0
gdc-coref,t25v.0,134560,178766,0,134582,137512,0
gdc-coref,t25v.0,134560,178766,0,137519,141788,0
gdc-coref,t25v.0,134560,178766,0,141795,143013,0
gdc-coref,t25v.0,134560,178766,0,143020,147810,0
gdc-coref,t25v.0,134560,178766,0,147817,149820,0
gdc-coref,t25v.0,134560,178766,0,149827,156102,0
gdc-coref,t25v.0,134560,178766,0,156109,164760,0
gdc-coref,t25v.0,134560,178766,0,164767,166786,0
gdc-coref,t25v.0,134560,178766,0,166793,173861,0
gdc-coref,t25v.0,134560,178766,0,173868,175243,0
gdc-coref,t25v.0,134560,178766,0,175250,175834,0
gdc-coref,t25v.0,134560,178766,0,175841,178766,0
